category,path,ext,size_bytes
"other","全国空气质量监测数据集/qinhuangdao.csv",".csv",154605
"other","全国空气质量监测数据集/qinzhou.csv",".csv",144
"other","全国空气质量监测数据集/qiqihaer.csv",".csv",145121
"other","全国空气质量监测数据集/qitaihe.csv",".csv",130397
"other","全国空气质量监测数据集/qujing.csv",".csv",143187
"other","全国空气质量监测数据集/quzhou.csv",".csv",147529
"other","全国空气质量监测数据集/rikaze.csv",".csv",123389
"other","全国空气质量监测数据集/sanya.csv",".csv",135629
"other","全国空气质量监测数据集/shanghai.csv",".csv",150378
"other","全国空气质量监测数据集/shangluo.csv",".csv",0
"other","全国空气质量监测数据集/shannan.csv",".csv",122879
"other","全国空气质量监测数据集/shantou.csv",".csv",140617
"other","全国空气质量监测数据集/shaoguan.csv",".csv",147537
"other","全国空气质量监测数据集/shaoxing.csv",".csv",80582
"other","全国空气质量监测数据集/shenyang.csv",".csv",157170
"other","全国空气质量监测数据集/shenzhen.csv",".csv",143460
"other","全国空气质量监测数据集/shihezi.csv",".csv",137740
"other","全国空气质量监测数据集/shijiazhuang.csv",".csv",165586
"other","全国空气质量监测数据集/shizuishan.csv",".csv",155568
"other","全国空气质量监测数据集/shuangyashan.csv",".csv",128517
"other","全国空气质量监测数据集/shuozhou.csv",".csv",138555
"other","全国空气质量监测数据集/siping.csv",".csv",133684
"other","全国空气质量监测数据集/songyuan.csv",".csv",130498
"other","全国空气质量监测数据集/suining.csv",".csv",72
"other","全国空气质量监测数据集/suqian.csv",".csv",0
"other","全国空气质量监测数据集/suzhou.csv",".csv",152019
"other","全国空气质量监测数据集/taiyuan.csv",".csv",160937
"other","全国空气质量监测数据集/taizhou.csv",".csv",146102
"other","全国空气质量监测数据集/tangshan.csv",".csv",162704
"other","全国空气质量监测数据集/tianjin.csv",".csv",146387
"other","全国空气质量监测数据集/tianshui.csv",".csv",131064
"other","全国空气质量监测数据集/tongchuan.csv",".csv",156961
"other","全国空气质量监测数据集/tonghua.csv",".csv",130659
"other","全国空气质量监测数据集/tongliao.csv",".csv",132697
"other","全国空气质量监测数据集/tongren.csv",".csv",126570
"other","全国空气质量监测数据集/wafangdian.csv",".csv",116777
"other","全国空气质量监测数据集/weinan.csv",".csv",161271
"other","全国空气质量监测数据集/wenzhou.csv",".csv",145933
"other","全国空气质量监测数据集/wuhai.csv",".csv",137708
"other","全国空气质量监测数据集/wujiaqu.csv",".csv",139022
"other","全国空气质量监测数据集/wulumuqi.csv",".csv",159062
"other","全国空气质量监测数据集/wuwei.csv",".csv",134491
"other","全国空气质量监测数据集/wuxi.csv",".csv",152346
"other","全国空气质量监测数据集/wuzhong.csv",".csv",135979
"other","全国空气质量监测数据集/wuzhou.csv",".csv",129178
"other","全国空气质量监测数据集/xian.csv",".csv",160631
"other","全国空气质量监测数据集/xiangxi.csv",".csv",126652
"other","全国空气质量监测数据集/xianyang.csv",".csv",162063
"other","全国空气质量监测数据集/xingtai.csv",".csv",166583
"other","全国空气质量监测数据集/xining.csv",".csv",154327
"other","全国空气质量监测数据集/xinzhou.csv",".csv",138147
"other","全国空气质量监测数据集/xishuangbanna.csv",".csv",125868
"other","全国空气质量监测数据集/xuzhou.csv",".csv",160028
"other","全国空气质量监测数据集/yanan.csv",".csv",151927
"other","全国空气质量监测数据集/yanbian.csv",".csv",127451
"other","全国空气质量监测数据集/yancheng.csv",".csv",0
"other","全国空气质量监测数据集/yangquan.csv",".csv",160834
"other","全国空气质量监测数据集/yangzhou.csv",".csv",0
"other","全国空气质量监测数据集/yilihasakezhou.csv",".csv",0
"other","全国空气质量监测数据集/yinchuan.csv",".csv",155173
"other","全国空气质量监测数据集/yingkou.csv",".csv",151768
"other","全国空气质量监测数据集/yueyang.csv",".csv",86811
"other","全国空气质量监测数据集/yulin.csv",".csv",266568
"other","全国空气质量监测数据集/yuncheng.csv",".csv",72
"other","全国空气质量监测数据集/yushu.csv",".csv",122759
"other","全国空气质量监测数据集/yuxi.csv",".csv",144488
"other","全国空气质量监测数据集/zhangjiakou.csv",".csv",150264
"other","全国空气质量监测数据集/zhangye.csv",".csv",133600
"other","全国空气质量监测数据集/zhaoqing.csv",".csv",148323
"other","全国空气质量监测数据集/zhaotong.csv",".csv",128102
"other","全国空气质量监测数据集/zhenjiang.csv",".csv",0
"other","全国空气质量监测数据集/zhongshan.csv",".csv",144603
"other","全国空气质量监测数据集/zhongwei.csv",".csv",135729
"other","全国空气质量监测数据集/zhoushan.csv",".csv",143430
"other","全国空气质量监测数据集/zhuhai.csv",".csv",141166
"other","全国空气质量监测数据集/zigong.csv",".csv",153497
"other","全国空气质量监测数据集/zunyi.csv",".csv",143938
"other","全国空气质量监测数据集/说明.txt",".txt",1346
"other","多数据集使用情况深度分析报告.md",".md",7017
"other","完整实验报告_20260210.md",".md",11521
"other","完整实验报告_最终版_20260210.md",".md",9596
"other","实验报告2.txt",".txt",44643
"other","实验数据结果综合总结.md",".md",10903
"other","所有实验具体数据整理汇总.md",".md",12400
"other","所有实验运行结果总结.md",".md",11382
"other","所有运行结果整理汇总.md",".md",8910
"other","新疆_风电一场_2019.csv",".csv",5353592
"other","未成功代码与修复方案报告.md",".md",8347
"other","未成功代码与无结果代码整理报告.md",".md",11918
"other","绘图要求.txt",".txt",20501
"other","绘图要求1.txt",".txt",33034
"other","脚本日志检查报告.md",".md",7783
"other","（美国）风电场数据-2012/55567-2012.csv",".csv",3274867
"other","（美国）风电场数据-2012/readme.txt",".txt",53
"other","（美国）风电场数据-2012/your_us_wind_file.csv",".csv",3000776
"probabilistic","PROBABILISTIC_FORECASTING_GUIDE.md",".md",10277
"probabilistic","logs/test_probabilistic_20260124_214127.log",".log",3050
"probabilistic","logs/test_probabilistic_20260125_022855.log",".log",3050
"probabilistic","logs/test_probabilistic_error_20260125_150833.log",".log",0
"probabilistic","logs/test_probabilistic_error_20260125_150947.log",".log",0
"probabilistic","logs/test_probabilistic_error_20260125_151005.log",".log",0
"probabilistic","logs/test_probabilistic_error_20260125_151521.log",".log",2589
"probabilistic","logs/test_probabilistic_realdata_20260125_210529.log",".log",2589
"probabilistic","probabilistic_comparison.csv",".csv",91
"robustness_drift_quant","logs_complete/gbdt_drift_20260125_233011.log",".log",24780
"robustness_drift_quant","logs_complete/gbdt_quantization_20260125_233011.log",".log",24241
"robustness_gaussian","dlinear_noise_robustness_report.txt",".txt",694
"robustness_gaussian","dlinear_noise_robustness_results.json",".json",505
"robustness_gaussian","logs/run_real_noise_battle_20260125_022855.log",".log",9916
"robustness_gaussian","logs/run_real_noise_battle_realdata_20260125_210529.log",".log",9916
"robustness_gaussian","logs/run_universal_robustness_20260125_022855.log",".log",10528
"robustness_gaussian","logs/run_universal_robustness_realdata_20260125_210529.log",".log",10528
"robustness_gaussian","logs/run_universal_robustness_run_20260126_053021.log",".log",10681
"robustness_gaussian","logs_perfect_parallel/run_universal_robustness_20260125_170703.log",".log",10528
"robustness_gaussian","noise_20_comparison.txt",".txt",163
"robustness_gaussian","results/robust_gaussian_windcn.csv",".csv",586
"robustness_gaussian","universal_robustness.log",".log",53721
"significance_dm","dm_results/dm_comparison_report_20260128_051107.txt",".txt",972
"significance_dm","dm_results/dm_comparison_report_20260128_052456.txt",".txt",975
"significance_dm","dm_results/dm_extended_20260209_164857.csv",".csv",258
"significance_dm","dm_results/dm_extended_20260209_164857.json",".json",844
"significance_dm","dm_results/dm_extended_20260209_182103.csv",".csv",256
"significance_dm","dm_results/dm_extended_20260209_182103.json",".json",842
"significance_dm","dm_results/dm_patchtst_20260128_054441.json",".json",615
"significance_dm","dm_results/dm_patchtst_20260209_174821.json",".json",618
"significance_dm","dm_results/dm_transformer_fair_20260128_051106.json",".json",703
"significance_dm","dm_results/dm_transformer_fair_20260128_052455.json",".json",704
"significance_dm","dm_test_output.log",".log",2032
"significance_dm","logs/run_dm_test_20260125_022855.log",".log",30834
"significance_dm","logs/run_dm_test_error_20260125_150833.log",".log",0
"significance_dm","logs/run_dm_test_error_20260125_150947.log",".log",0
"significance_dm","logs/run_dm_test_error_20260125_151005.log",".log",0
"significance_dm","logs/run_dm_test_error_20260125_151521.log",".log",1129
"significance_dm","logs/run_dm_test_realdata_20260125_210529.log",".log",1129
"significance_dm","logs/run_significance_20260125_022855.log",".log",13196
"significance_dm","logs/run_significance_realdata_20260125_210529.log",".log",13196
"significance_dm","logs/run_universal_significance_20260125_022855.log",".log",40730
"significance_dm","logs/run_universal_significance_realdata_20260125_210529.log",".log",40843
"significance_dm","logs_background/dm_extended_20260209_154415.log",".log",82
"significance_dm","logs_background/dm_extended_20260209_155651.log",".log",82
"significance_dm","logs_train1/dm_extended_20260209_164853.log",".log",436
"significance_dm","logs_train1/dm_extended_20260209_182059.log",".log",436
"stratified","logs/stratified_analysis_20260125_022855.log",".log",2510
"stratified","stratified_results/condition_model_rmse.csv",".csv",859
"stratified","stratified_results/engineering_report.txt",".txt",1971
"stratified","stratified_results/stratified_analysis_20260123_062730.csv",".csv",6361
"stratified","stratified_results/stratified_analysis_20260123_062730.json",".json",10484
"stratified","stratified_results/stratified_analysis_20260125_114028.csv",".csv",6374
"stratified","stratified_results/stratified_analysis_20260125_114028.json",".json",10500
